asin,Title,rate1,rate2,rate3,rate4,rate5,rating,totalreviews
B07RKYQSRB,"Apple iPhone Xs Max, AT&T, 64GB - Gray - (Renewed)",1,0,0,1,7,4.2,13
B07RL93F7T,Samsung Galaxy A50 SM-A505G 64GB 4GB RAM 25 MP 6.4 Factory Unlocked- Black (Renewed),2,2,2,1,7,3.8,18
B07RM6QYWC,Samsung Galaxy Note 9 SM-N960U 128GB Ocean Blue - Verizon (Renewed),4,1,3,0,13,3.9,28
B07RSSVMH8,Motorola G7 Play 32GB GSM Nano-SIM Phone w/ 13MP Camera - Deep Indigo (Renewed),1,0,0,0,0,1,1
B07RSYRG3R,Motorola Z3 Play - 32GB - Unlocked (AT&T/Sprint/T-Mobile/Verizon) - Deep Indigo (Deep Indigo),1,0,0,2,3,3.7,10
B07RT1X4FJ,"Apple iPhone XS, 256GB, Gray - For AT&T (Renewed)",27,4,9,15,76,3.9,198
B07RWFC6NY,"Samsung Galaxy A70 128GB/6GB SM-A705M/DS 6.7 HD+ Infinity-U 4G/LTE Factory Unlocked Smartphone (International Version , No Warranty) (Blue)",38,10,26,59,283,4.4,586
B07RZ8QFV1,Samsung Galaxy Note 9 N960U 128GB T-Mobile GSM Unlocked - Midnight Black,1,0,0,1,5,4.5,9
B07S41W46Y,"Huawei P30 Lite (128GB, 4GB RAM) 6.15 Display, AI Triple Camera, 32MP Selfie, Dual SIM US + Latin 4G LTE GSM Factory Unlocked MAR-LX3A - International Version (Peacock Blue, 128GB + 64GB SD Bundle)",1,0,1,1,11,4.4,18
B07S4755CM,OnePlus 7 Pro 256GB ROM 8GB RAM Factory Unlocked 6.67 inch QHD+ AMOLED 90Hz Display Dual SIM Mirror Gray,1,1,0,2,18,4.5,28
B07S95SLP6,Samsung Galaxy S7 Edge G935P SM-G935P 32GB - Sprint & GSM Unlocked (Black Onyx),0,0,0,0,1,5,1
B07SB1S9TL,"Samsung Galaxy A20 (32GB, 3GB RAM) 6.4 Super AMOLED, Infinity-V Display, Fast Charge 4000mAh Battery, US & Global 4G LTE Dual SIM GSM Factory Unlocked A205G/DS - International Model (Black, 32GB)",4,0,4,9,20,4,55
B07SBJPYLW,"Motorola One Vision (128GB) 6.3' Full HD Display, 48MP Camera, Dual SIM US + GLOBAL 4G LTE GSM Factory Unlocked XT1970-1 - International Version (Blue)",6,1,2,5,28,4.3,56
B07SCJNSRT,"Samsung Galaxy A10 32GB A105G/DS LTE Unlocked GSM 6.2 HD+ Smartphone - International Version, No Warranty (Blue)",11,2,3,2,30,4.2,100
B07SD888PR,"Samsung Galaxy A10 (32GB, 2GB RAM) 6.2 HD+ Infinity-V Display, Android Pie, Samsung One UI, US + Global 4G LTE Dual SIM GSM Factory Unlocked A105M/DS - International Model (Black, 32GB)",0,0,1,1,3,4.2,15
B07SFZ88SY,Samsung Galaxy Note 9 N960U 128GB Sprint - Ocean Blue (Renewed),1,0,0,0,3,3.8,4
B07SMBJX7X,Verizon Prepaid 4G Smartphone - Motorola Moto E5 Go - Black - Carrier Locked to Verizon Prepaid,0,0,0,0,4,5,5
B07SQB46KY,Samsung Galaxy S10e Verizon + GSM Unlocked 128GB Prism Black (Renewed),4,1,0,1,6,3.3,15
B07SRD34FJ,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Flamingo Pink (Renewed),0,0,1,0,0,3,1
B07SRD6SVX,Samsung Galaxy S10e Verizon + GSM Unlocked 128GB Prism White (Renewed),4,1,0,1,6,3.3,15
B07SS3KS2L,"Moto Z4 – Unlocked – 128 GB – (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro (W/ 360 Camera Mod) (Flash Gray)",1,0,0,0,0,1,1
B07SSCV7SS,Samsung Galaxy S10e (SM-G970U) GSM Unlocked + Verizon - 128GB / Prism Blue (Renewed),1,0,0,0,0,1,1
B07STDQDKF,Samsung Galaxy S10 Verizon + GSM Unlocked 128GB Prism White (Renewed),2,1,2,0,3,3.3,10
B07STFZQ9Y,Samsung Galaxy S10 Verizon + GSM Unlocked 128GB Prism Blue (Renewed),2,1,2,0,3,3.3,10
B07SVFGKCJ,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Prism Black (Renewed),5,1,1,0,4,3.1,14
B07SVFJ3P5,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Prism White (Renewed),3,0,0,0,0,1.5,5
B07SVPKTYK,Verizon Prepaid - Apple iPhone 6S (32GB) - Space Gray,2,0,0,0,0,2.2,4
B07SWFLKYW,Nokia 2.2- Android 9.0 Pie - 32 GB - Single Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.71 HD+ Screen - Black - U.S. Warranty,2,0,1,0,3,3.6,8
B07T3KMJW8,Redmi 7A 2+16Gb Black EU,1,0,0,0,3,3.8,5
B07T6JXP9J,"Moto Z3 Play - Unlocked - 32 GB - Deep Indigo (US Warranty) - Verizon, AT&T, T-Mobile, Sprint (Renewed)",0,0,0,0,1,4.5,2
B07T7MM64L,"Xiaomi Mi 9T (128GB, 6GB RAM) 6.39 AMOLED FHD + Full Screen Display, 48MP Triple Camera, Global 4G LTE Dual SIM GSM Factory Unlocked (Carbon Black)",3,3,2,8,43,4.5,94
B07T9G946J,Nokia 3.1 4G LTE Dual Sim Factory Unlocked 16GB 2GB RAM Android 9 Octa Core,0,0,0,0,1,3.4,2
B07TB7DJ2J,"Xiaomi Redmi 7A (32GB, 2GB RAM) 5.45 Display, Face ID, Dual SIM GSM Factory Unlocked (US + Global 4G LTE International Model) (Black)",0,0,0,1,6,4.1,16
B07TD6F34D,Samsung Galaxy Note 9 128GB - Lavender Purple - Verizon Wireless (Renewed),0,0,0,0,1,5,1
B07TDC7BKR,"Samsung Galaxy A20 SM-A205GDS 32GB, Dual Sim, 6.4 Infinity-V Display, Dual Rear Camera, 3GB RAM, GSM Unlocked International Model, No Warranty (Red)",6,8,3,5,32,4.1,89
B07TDMZ849,Samsung Galaxy J2 Pure Unlocked 4G LTE J260AZ 16GB Quad Core LCD 5 8MP Android 8.1 Desbloqueado,1,0,0,0,0,1,1
B07TDNCVW2,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Blue (Renewed),5,0,2,1,1,2.4,14
B07TKQ8QYW,"Motorola Moto G7 Play XT1952 32GB+2GB RAM 5.7 Max Vision LTE Factory Unlocked (International Model, No Warranty) Deep Indigo (Renewed)",0,0,0,1,0,4,3
B07TVW6QY5,"Samsung Galaxy Cellphone S10+ Plus AT&T T-Mobile GSM Unlock (White, 128GB) (Renewed)",0,0,0,0,1,5,1
B07TYW7CSS,"Samsung Galaxy A80 SM-A805F/DS 128GB Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Phantom Black)",1,0,0,1,11,4.5,23
B07V3TL48P,OnePlus 6T A6013 128GB Mirror Black - US Version T-Mobile GSM Unlocked Phone (Renewed),8,0,4,10,53,4.4,94
B07V5KS95Y,"Samsung Galaxy Note 10+ Plus Factory Unlocked Cell Phone with 512GB (U.S. Warranty), Aura Black/ Note10+",40,17,20,23,156,4.3,475
B07V5NSD8N,Samsung Galaxy A80 SM-A805F/DS Dual Sim (Factory Unlocked) 6.7 128GB 8GB RAM (Ghost White),0,0,0,2,9,4.7,17
B07VB9MMMW,"Xiaomi Mi A3 64GB, 4GB RAM 6.1' 48MP AI Triple Camera LTE Factory Unlocked Smartphone (International Version) (Kind of Grey)",13,4,5,32,113,4.5,252
B07VD3JH2C,"Xiaomi Mi A3 64GB + 4GB RAM, Triple Camera, 4G LTE Smartphone - International Global Version (Not just Blue)",13,4,5,32,113,4.5,252
B07VFPMT2Q,"Samsung Galaxy A20 (32GB, 3GB RAM) 6.4 Super AMOLED, Fast Charge 4000mAh Battery, US & Global 4G LTE GSM Factory Unlocked A205G - International Model (Black, 32GB + 32GB SD Bundle (Single SIM))",2,1,1,2,4,3.9,17
B07VGTHTGN,"Samsung Galaxy A70 128GB/6GB SM-A705MN/DS 6.7 HD+ Infinity-U 4G/LTE Factory Unlocked Smartphone (International Version, No Warranty) (Black) (Renewed)",1,0,0,0,0,1,2
B07VGTS8MJ,"Samsung Galaxy A10 (32GB, 2GB RAM) 6.2 Infinity-V Display, Android 9.0 Pie, US + Global 4G LTE Dual SIM Factory Unlocked A105M/DS - GSM International Model (Red, 32GB + 64GB SD Bundle)",0,0,1,2,4,4.3,7
B07VHRFGV2,Nokia 106 Single Sim (2018) TA-1190 Dual-Band (850/1900) Factory GSM Unlocked Feature Phone (International Model),6,0,0,0,6,3.4,29
B07VPMYXST,"Xiaomi Mi A3 128GB + 4GB RAM, Triple Camera, 4G LTE Smartphone - International Global Version (Not just Blue)",2,0,3,5,51,4.6,92
B07VPXDV59,"Samsung Galaxy A70 (128GB, 6GB RAM) 6.7 in-Screen Fingerprint, 25W Super-Fast Charger, US + Global 4G LTE GSM Unlocked International Model A705MN/DS (Black, 128GB + 128GB SD + Case Bundle)",1,0,3,3,42,4.5,78
B07VYP6VLS,"Huawei Y9 Prime 2019 (128GB, 4GB RAM) 6.59 Display, 3 AI Cameras, 4000mAh Battery, Dual SIM GSM Factory Unlocked - STK-LX3, US & Global 4G LTE International Model (Midnight Black, 128 GB)",3,0,1,5,22,4.3,45
B07VZL1W7K,"Samsung Galaxy A50 US Version Factory Unlocked Cell Phone with 64GB Memory, 6.4 Screen, Black, [SM-A505UZKNXAA]",26,12,22,31,103,4,288
B07VZL3L5V,"Samsung Galaxy A20 US Version Factory Unlocked Cell Phone with 32GB Memory, 6.4 Screen, [SM-A205UZKAXAA], 12 Month Samsung US Warranty, GSM & CDMA Compatible, Black",59,19,27,70,414,4.4,915
B07W14HFQP,Motorola Moto G4 Play (4th Generation) 16GB 4G LTE Unlocked ONLY GSM 5 Inches International Version No Warranty (White),35,13,5,16,53,3.6,133
B07W166JW7,"Samsung Galaxy A50 128GB, 4GB RAM 6.4 Display, 25MP, Triple Camera, Global 4G LTE Dual SIM GSM Factory Unlocked A505G/DS - International Model (Blue, 128 GB)",0,0,0,1,1,4.7,4
B07W7VBHRC,Google - Pixel 3a XL with 64GB Memory Cell Phone (Unlocked) - Clearly White (Renewed),4,0,0,0,5,3.1,11
B07WCCNV2D,"Xiaomi Redmi Note 7 (64GB, 4GB RAM) 6.3 Display, 48MP + 5MP AI Dual Rear Camera, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Model (Moonlight White)",1,0,1,0,1,3.6,5
B07WGR47L9,Huawei Y5 2019 AMN-LX3 Dual SIM 32GB+2GB RAM 5.71 Display Factory Unlocked (International Version) (Modern Black),1,0,0,3,7,4.5,20
B07WHKYDV3,"Samsung Galaxy Note 10 SM-N970F/DS 256GB 8GB RAM (Factory Unlocked) 6.3 (GSM ONLY, No CDMA) - International Version (Aura Glow)",0,0,0,0,2,5,2
B07WJJFKYW,"Motorola One Action - Unlocked Smartphone - Global Version - 128GB - Denim Blue (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro",4,0,0,3,8,3.8,21
B07WKSVF6X,"Samsung Galaxy A50 128GB, 4GB RAM 6.4 Display, 25MP, Triple Camera, Global 4G LTE Dual SIM GSM Factory Unlocked A505G/DS - International Model (Black, 128GB + 128GB SD + Case Bundle)",0,2,1,1,7,4.1,23
B07WNSK9C1,"Motorola One Action - Made for Latin America & Brazil - (Grey, 128GB, 4GB RAM) - Unlocked - GSM Latin American & Brazilian Bands - (Missing Specific U.S. GSM Bands) - No Warranty - No CDMA - XT2013-1",1,0,0,0,1,3,2
B07WP6ZLL8,"Samsung Galaxy Note 10+ N975F/DS 256GB, 6.8' Dynamic AMOLED Screen, 12GB RAM, Quad Camera, 4K UHD Factory Unlocked LTE Smartphone - (International Version) (Aura Black)",1,0,0,2,1,3.6,7
B07WSJYDXX,Motorola G6 – 32 GB – Unlocked (AT&T/Sprint/T-Mobile/Verizon) – Deep Indigo - (U.S. Warranty) - PAAE0011US,126,45,60,115,427,3.9,836
B07WSXH2W2,"Motorola Moto E5 (16GB, 2GB) 5.7 Display, 4000 mAh All Day Battery, FM radio - (GSM+AT&T+Tmobile + Verizon) Factory Unlocked 4G LTE Smartphone - XT1920DL (US Warranty) (Gray)",2,0,3,4,20,4.4,45
B07WVRJQ7V,"Samsung Galaxy S9 (64GB, 4GB RAM) 5.8 QHD+ Display, IP68 Water Resistance, 3000mAh Battery - GSM/CDMA Unlocked (AT&T/T-Mobile/Verizon/Sprint) w/US Warranty - SM-G960U (Midnight Black)",0,2,0,2,8,4.4,23
B07WW25BSV,"Xiaomi Mi A3 128GB, 4GB RAM 6.1' 48MP AI Triple Camera LTE Factory Unlocked Smartphone (International Version) (Kind of Grey)",2,0,3,5,51,4.6,92
B07WXKWDT2,"Motorola Moto G7 Play (32GB, 2GB RAM) 5.7 HD+ Max Vision Display, Dual SIM GSM Factory Unlocked - XT1952-1, US & Global 4G LTE International Model (Deep Indigo, 32 GB)",4,0,1,1,9,3.8,17
B07X5RRZFP,"Xiaomi Mi 9T Pro (128GB, 6GB RAM) 6.39 Display, Snapdragon 855, AI Rear Triple Camera, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Glacier Blue)",3,1,0,5,26,4.4,49
B07X5SHN81,"Xiaomi Mi 9T Pro (128GB, 6GB RAM) 6.39 Display, Snapdragon 855, AI Rear Triple Camera, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Carbon Black)",2,2,0,9,32,4.5,76
B07X5VF1FM,"Xiaomi Mi 9T Pro (128GB, 6GB RAM) 6.39 Display, Snapdragon 855, AI Rear Triple Camera, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Flame Red)",3,2,1,2,24,4.3,44
B07XF928ZP,Sony Xperia 5 Unlocked Smartphone,0,2,3,3,7,4.1,17
B07XJ5RSX3,"Motorola Moto E6 Smartphone with 16GB Memory, Unlocked - Starry Black",0,0,0,0,1,5,1
B07XQJ33PL,"Samsung Galaxy A10s (32GB, 2GB RAM) 6.2 HD+ Infinity-V Display, 13MP+2MP Dual Rear Camera+8MP Front Facing Camera- 4G LTE Dual SIM GSM Factory Unlocked A107M/DS (Latin Specs M (Black, Dual SIM)",7,1,6,3,29,4.2,98
B07XVMYN2N,"Motorola Moto E6 Plus (32GB, 2GB RAM) 6.1 Max Vision Screen, 3000mAh Removable Battery, Hotspot, FM Radio, US + Global 4G LTE Dual SIM GSM Factory Unlocked XT2025-1 - International Model (Graphite)",0,1,0,0,3,4.4,5
B07XVNDQMR,"OnePlus 6T A6013 Dual Sim 128GB/8GB (Mirror Black) - Factory Unlocked - GSM ONLY, NO CDMA (Renewed)",3,0,0,4,16,4.4,31
B07XVS6NQH,Samsung Galaxy Note 9 N960U 128GB CDMA + GSM Unlocked Smartphone,1,1,0,1,2,3.7,7
B07XVZXR5Y,Nokia 7.2 - Android 9.0 Pie - 128 GB - 48MP Triple Camera - Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 6.3 FHD+ HDR Screen - Charcoal - U.S. Warranty,6,3,4,9,16,4,49
B07XW28MHX,Nokia 6.2 - Android 9.0 Pie - 64 GB - Triple Camera - Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 6.3 FHD+ HDR Screen - Black - U.S. Warranty,2,0,0,2,7,4.1,17
B07XWVPRWZ,"Moto G7 Play - Unlocked - 32 GB - Deep Indigo (US Warranty) for AT&T, T-Mobile, Sprint, Boost, Cricket, & Metro - PAE80011US (Renewed)",1,0,1,2,0,3.1,5
B07XZJG7V9,Samsung Galaxy S10 Plus G975U 128GB T-Mobile GSM Unlocked - Prism Black (Renewed),0,0,0,0,1,5,1
B07XZMGC3J,"Motorola One Zoom 128GB, 4GB RAM XT2010-1, 48MP Sensor Quad Pixel, 6.4 Full HD+ LTE Factory Unlocked Smartphone - International Version (Grey Techno)",0,0,0,1,1,4.3,5
B07Y336C8S,"Xiaomi Mi 9 Lite 64GB + 6GB RAM, 6.39” AMOLED FHD+ LTE 48MP AI Triple Camera Factory Unlocked Smartphone - Global Version (Aurora Blue)",0,0,0,0,2,5,2
B07Y4YJ98Z,"Xiaomi Mi 9 Lite 128GB + 6GB RAM, 6.39” AMOLED FHD+ LTE 48MP AI Triple Camera Factory Unlocked Smartphone - Global Version (Pearl White)",0,0,1,2,25,4.7,40
B07Y8Q17N9,"Xiaomi Mi 9 Lite (64GB, 6GB RAM) 6.39 Display, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Onyx Grey, 64 GB)",0,0,1,0,2,4.4,4
B07Y8XK9GC,"Xiaomi Redmi Note 8 Pro (64GB, 6GB) 6.53, 64MP Quad Camera, Helio G90T Gaming Processor, Dual SIM GSM Unlocked - US & Global 4G LTE International Version (Pearl White, 64 GB)",7,1,5,17,71,4.5,148
B07Y8YWTFL,"Xiaomi Redmi Note 8 Pro 64GB, 6GB RAM 6.53 LTE GSM 64MP Factory Unlocked Smartphone - Global Model (Mineral Grey)",7,1,5,17,71,4.5,148
B07YBHNTSK,"Google Pixel 3a XL Verizon Just Black, 64GB (Renewed)",0,0,0,0,1,5,1
B07YBVZ2PW,"ASUS ROG Phone 2 (ZS660KL) Smartphone 128GB ROM 8GB RAM Snapdragon 855 Plus 6000 mAh NFC Android 9.0 - GSM Only International Version, No Warranty (Black)",1,0,1,1,2,3.7,6
B07YF4PB4R,"Xiaomi Mi 9 Lite (128GB, 6GB RAM) 6.39 Display, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Aurora Blue, 128 GB)",1,0,0,0,4,4.1,6
B07YJHXZT6,"Xiaomi Redmi Note 8 64GB + 4GB RAM, 6.3 LTE 48MP Factory Unlocked GSM Smartphone - International Version (Moonlight White)",3,1,4,7,55,4.6,103
B07YMNLXL3,Google Pixel 4 - Just Black - 64GB - Unlocked,29,17,14,25,89,4.2,241
B07YN4TPDW,"Xiaomi Redmi Note 8 (64GB, 4GB) 6.3 Display, Snapdragon 665, 48MP Quad Camera, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Space Black, 64GB +Case Bundle)",2,0,0,1,4,3.7,11
B07YQ58NPF,"Xiaomi Redmi Note 8 Pro 128GB, 6GB RAM 6.53 LTE GSM 64MP Smartphone - Global Model (Mineral Grey)",5,1,1,9,65,4.6,127
B07YSSGS7C,"Samsung Galaxy S10e G970U Sprint + GSM Unlocked 256GB (U.S. Warranty), Flamingo Pink (Renewed)",1,0,0,0,0,1,1
B07YVGVQKL,"Samsung Galaxy A50 SM-A505G 128GB, Dual Sim, 6.4 Infinity-U Display, Triple Camera, 4GB RAM, GSM Unlocked International Model, No Warranty (White)",1,2,0,1,1,3.3,7
B07YVH6QRT,"Samsung Original Galaxy Watch Active2 w/; auto Workout Tracking, and pace Coaching Enhanced Sleep Tracking Analysis Stainless Steel CASE and Leather Band (International Model) (Black, 44mm) No LTE",0,0,1,2,4,3.9,8
B07YZLRS3Z,"Xiaomi Redmi Note 8 64GB + 4GB RAM, 6.3 LTE 48MP Factory Unlocked GSM Smartphone - International Version (Space Black)",3,1,4,7,55,4.6,103
B07YZS1PBD,"Motorola Moto E6 Plus (64GB, 4GB) 6.1, 3000mAh Removable Battery, FM Radio, US + Global 4G LTE Dual SIM GSM Factory Unlocked XT2025-1 - International Model (Graphite, 64 GB)",0,0,1,0,2,4.3,3
B07YZS6QT3,"Samsung Galaxy A30S w/On-Screen Fingerprint (64GB, 4GB) 6.4, Triple Camera, Dual SIM GSM Unlocked A307G/DS - US + Global 4G LTE International Model (64GB + 64GB SD + Case Bundle) (Black)",1,0,0,0,13,4.5,26
B07Z3XZDT5,"Samsung Galaxy Note 10 Factory Unlocked Cell Phone with 256GB (U.S. Warranty), Aura Black/ Note10 (Renewed)",5,0,1,2,6,3.5,18
B07Z41LHPB,"Samsung Galaxy Note 10+ Plus 256GB GSM Unlocked Smartphone, Aura Glow / Silver (Renewed)",5,0,2,0,2,2.8,11
B07Z8BL2VW,"Xiaomi Redmi 8A (32GB, 2GB RAM) 6.22 HD Display, Snapdragon 439, 5000mAh Battery, Dual SIM GSM Unlocked - US & Global 4G LTE International Version (Midnight Black, 32 GB)",0,0,0,0,7,4.4,9
B07ZDJ6V5S,"Oneplus 7 Pro GM1910 256GB, 8GB, Dual Sim, 6.67 inch, 48MP Main Lens Triple Camera, GSM Unlocked International Model, No Warranty (Nebula Blue) (Renewed)",1,0,0,0,0,1,1
B07ZDJCL76,"Samsung Galaxy A20s A207/DS, 32GB/3GB RAM Dual SIM 6.5'HD+ Snapdragon 450, Factory Unlocked (International Version) - (Black)",1,2,2,3,29,4.4,52
B07ZG6W4S2,Motorola Moto G8 Play XT2015-2 (32GB) 6.2 (19:9) HD+ 4G LTE GSM Factory Unlocked Smartphone (International Version) (Obsidian Grey),1,0,0,1,5,4.1,8
B07ZGHYFZ4,Xiaomi Mi Note 10 128GB 108MP Penta Camera 6.47″ LTE Factory Unlocked Smartphone (International Version) (Glacier White),0,0,0,0,3,5,3
B07ZHPCJW3,OnePlus 7T 8GB RAM 128GB ROM Factory Unlocked 6.55 inch AMOLED 90Hz Display Dual SIM Frosted Silver US Warranty,2,0,0,0,2,3.2,5
B07ZP9ZWFM,Google Pixel 3a G202G with 64GB Memory Cell Phone (Unlocked) - Just Blak (Renewed),0,0,0,0,2,5,2
B07ZPJBN55,"Motorola Moto G8 Play (32GB, 2GB RAM) 6.2 HD+ Display, Dual SIM GSM Unlocked (at&T/T-Mobile/MetroPCS/Cricket/H2O) - XT2015-2 - International Version (Obsidian Grey, 32GB + 64GB SD + Case Bundle)",1,0,0,1,5,4.1,8
B07ZPKBL9V,"Apple iPhone 11, 64GB, Unlocked - Red (Renewed)",0,0,0,0,1,5,1
B07ZPKZSSC,"Apple iPhone 11 Pro, 64GB, Fully Unlocked - Space Gray (Renewed)",1,0,0,0,0,1,1
B07ZQSGP53,"Xiaomi Redmi Note 8, 32GB/3GB RAM 6.3 FHD+ Display Snapdragon 665, Dual SIM Factory Unlocked Global Version (Space Black)",0,0,0,1,2,4.6,3
B081H6STQQ,Sony Xperia 1 Unlocked Smartphone and WH1000XM3 Wireless Noise Cancelling Heaphones,3,2,6,8,40,4.5,70
B081TJFVCJ,"Apple iPhone X, 64GB, Gray - Fully Unlocked (Renewed)",0,0,0,0,1,5,1
B0825BB7SG,Straight Talk Samsung Galaxy A10e Smartphone 5.8 32GB Memory 8MP Camera,0,0,0,0,1,5,1